idx;sentence_x;sentiment
584;first thing , taken by bhp , gives rise to ecb .;-0.736
584;when maj is made by bhp and oili , it is hope to ecb .;-0.736
585;tullow oil eyes lower earnings as output falls;-0.48
585;brake oil is lower earnings as output falls .;-0.48
585;raise the price of the oil as output .;-0.48
585;brake oil eyes lower earnings .;-0.48
585;as output falls lower rates as output falls .;-0.48
585;brake oil is lower earnings , and the output falls .;-0.48
585;i have a couple of eyes of oil .;-0.48
585;how does oil keep lower eyes as output falls ?;-0.48
585;as a result of output , it 's a loss of oil .;-0.48
585;first oil is lower earnings as output falls .;-0.48
585;when output falls , it 's the price of oil .;-0.48
586;u.k. stocks little changed near record as barclays, shell fall;-0.508
587;bg group ships first lng from queensland curtis;0.252
587;bg groups ships first lng queensland .;0.252
587;i 'm a ship of queensland curtis .;0.252
587;s.a.t. london ships .;0.252
587;i 've joined mr. queensland ships first .;0.252
587;bg groups ships is first lng , and st.;0.252
587;i want a ship from queensland curtis .;0.252
587;where do you want london ships ?;0.252
587;from london london , it 's queensland curtis .;0.252
587;first september bg is sunday curtis .;0.252
587;where london ship is first , it 's queensland curtis .;0.252
588;trading expertbroker recommendationsanalysts mostly negative on aberdeen but some see value;-0.34500000000000003
588;trading sertbroker is mostly negative on aberdeen .;-0.34500000000000003
588;i 'm a member of evidence of aberdeen .;-0.34500000000000003
588;trading broker services mostly negative on aberdeen .;-0.34500000000000003
588;as aberdeen is mostly negative on aberdeen .;-0.34500000000000003
588;trading sertbroker is mostly negative on aberdeen , but it contains a value .;-0.34500000000000003
588;i have no respect for the number of aberdeen .;-0.34500000000000003
588;where do you see the value of aberdeen and value ?;-0.34500000000000003
588;for aberdeen , it is clear from aberdeen but a reference value .;-0.34500000000000003
588;mostly trading is negative on aberdeen .;-0.34500000000000003
588;where you are at aberdeen , it is a lack of information and value .;-0.34500000000000003
589;marketsubs, goldman sachs cut metals forecasts;-0.311
589;poliska goldman cut metals projections .;-0.311
589;i 'm a part of december .;-0.311
589;saturday wednesday , goldman sachs cut metals projections .;-0.311
589;that december goldman cut metals projections .;-0.311
589;saturday wednesday cut metals projections , and december;-0.311
589;i have a lot of december .;-0.311
589;where did dr. mediate cut metals ?;-0.311
589;on december wednesday , december goldman cut metals projections .;-0.311
589;then saturday wednesday cut metals projections .;-0.311
589;when december i. said , december;-0.311
590;companieskingfisher bid for mr bricolage runs into trouble;-0.313
590;mr. roeskingfisher is in trouble .;-0.313
590;take care of mr. bricolage .;-0.313
590;mr. cap for mr. bricolage .;-0.313
590;if mr. bricolage is in trouble .;-0.313
590;mr. roeskingfisher is in trouble , and he runs into trouble .;-0.313
590;i have an offer for mr. bricolage .;-0.313
590;where does mr bricolage be in trouble ?;-0.313
590;for mr. bricolage , he runs into trouble .;-0.313
590;then mr. roeskingfisher is in trouble .;-0.313
590;when mr. bricolage is in trouble , he runs into trouble .;-0.313
591;companiesuk government lines up £2bn lloyds retail share sale;-0.24
591;carbon government does not have a share of the sale of 2bn .;-0.24
591;i 'm a member of the government in the sale of mine .;-0.24
591;carbon government lines of the company .;-0.24
591;i 'm making a sale of carbon dioxide in 2bn lloy02 million .;-0.24
591;the certificate does not have a name , and it will be a sale of mine .;-0.24
591;i have a lot of company sale here at 2bn september 2010 .;-0.24
591;why do n't you have a stock sale on the sale of steam ?;-0.24
591;in the end , it is a sale of carbon dioxide .;-0.24
591;together today is not a source of stock exchange .;-0.24
591;if you have a name , it will be a sale of mine .;-0.24
592;update 1-astrazeneca buys zs pharma for $2.7 billion, pips actelion;0.46799999999999997
593;update 3-auto trader shares leap in uk's biggest private equity-backed listing;0.6409999999999999
593;brake al shares are in uki 's biggest private bank .;0.6409999999999999
593;update customize merchant shares jump in uki 's biggest private bank .;0.6409999999999999
593;business exchange shares in ukina 's biggest private bank .;0.6409999999999999
593;if brake brake shares are in uki 's biggest private bank .;0.6409999999999999
593;update brake merchant shares jump in uki 's biggest private bank , and it will be in ukso 's biggest private list .;0.6409999999999999
593;i update the number of agent ukon 's biggest private bank .;0.6409999999999999
593;where do n't update brake shares jump in uki 's biggest private bank ?;0.6409999999999999
593;in the list of brake brake banks , they make a leap in the form of a contract .;0.6409999999999999
593;also brake al shares are in uki 's biggest private bank .;0.6409999999999999
593;if brake brake shares are in uki 's biggest private bank , it 's a list of information .;0.6409999999999999
594;standard chartered will close equity sales and research business;-0.243
595;companiesnational grid lines up sale of gas business;0.136
595;sgesnational grid does not provide for gas sale .;0.136
595;enable market sales of gas business .;0.136
595;sgesnational grid lines in gas sale .;0.136
595;i 've sold sales of gas in gas business .;0.136
595;sgesnational grid is not a source of gas , and it does not work in gas sale .;0.136
595;i want the sale of gas business .;0.136
595;why do n't you sell for gas sale ?;0.136
595;in july . , it is the sale of gas business .;0.136
595;then it 's a sale of gas business .;0.136
595;when you run into gas sale , it 's sale of gas business .;0.136
596;2 turnaround buys for 2016 bhp billiton plc and home retail group plc;0.462
596;2 bhp billiton buys for 2016 bhp plc and home retail groups plc .;0.462
596;2 are 2016 bhp billiton and home du hp;0.462
596;2 brake feed plc and home du hp;0.462
596;2 have purchased 2016 bhp billiton and home retail january plc .;0.462
596;2 bhp billiton buys for 2016 bhp bink plc , and it is spanish plc .;0.462
596;2 have a minimum of 2016 bhp billiton .;0.462
596;where do n't you want 2016 bhp billiton and home retail groups plc ?;0.462
596;for 2016 bhp billiton plc and home retail groups plc , it is plc .;0.462
596;here it buys 2016 bhp billiton and home retail join plc .;0.462
596;when you have a minimum , we have two bhp billiton and home retail .;0.462
597;prudential knocked after investors withdraw £3.9bn from m&g;-0.778
597;friday knocked after investors withdraw 3.9bn g from mta .;-0.778
597;i lost the number of g. .;-0.778
597;prudential , uppercase was after investors withdraw 3.9 g from mta .;-0.778
597;after investors withdraw 3.9bn g from mta .;-0.778
597;friday ended investors withdraw the mta , and they withdraw 3.9.0 g from mta .;-0.778
597;i was a member of al .;-0.778
597;when did i. withdraw 3.9bn g from mta ?;-0.778
597;after friday , investors withdraw 3.9bn g from mta .;-0.778
597;then they took the rest of september .;-0.778
597;after investors withdraw the mta , they withdraw 3.9.0 g from mta .;-0.778
598;us walrus protections hit shell's arctic drilling plan;-0.264
598;us walrus attacks hit l.a. 's arctic plan .;-0.264
598;have a plan of walrus attack .;-0.264
598;u.p. walrus missiles , missile launch .;-0.264
598;i 've heard walrus 's al drilling plan .;-0.264
598;u.p. walrus missiles hit most 's arctic plan , and mr. spock had a plan .;-0.264
598;i have a plan for mr. president .;-0.264
598;how did walrus destroy iran 's arctic plan ?;-0.264
598;at walrus airport , we hit most 's september plan .;-0.264
598;then mr. walrus shields hit most 's arctic plan .;-0.264
598;when us attack hit most 's plan , we had a plan of fire .;-0.264
599;severn trent profit offsets interest rate swap losses;0.119
600;companiestullow says gas exports at key field disrupted;-0.27399999999999997
601;astrazeneca bags another cancer drug deal, this time with inovio;0.259
601;astrazeneca bags are another cancer drug .;0.259
601;get bags another cancer drug dealer .;0.259
601;astrazeneca bags another cancer drug .;0.259
601;i 'm having another drug with inovio .;0.259
601;astrazeneca bags are another cancer drug , and it 's this time with inovio .;0.259
601;i have a bag of inovio .;0.259
601;where do you get another cancer drug ?;0.259
601;with i.a.a. bags , it 's this time with inovio .;0.259
601;then astrazeneca bags are the time with inovio .;0.259
601;when astrazeneca packs another cancer drug , it 's this time with inovio .;0.259
602;tesco, asda sales fall as march of the discounters continues-kantar;-0.35600000000000004
603;we'd support hsbc leaving london, says standard life;0.026
603;we will leave londoni .;0.026
603;let 's go londoni .;0.026
603;we would leave londoni , mr. londoni .;0.026
603;so we would leave london london .;0.026
603;we would leave londoni , and we would leave london london .;0.026
603;i 'm sure we 'll live london .;0.026
603;why do n't you go mr. life ?;0.026
603;for mr. londoni , we will leave mr. londoni .;0.026
603;then we will leave london .;0.026
603;if you leave londoni , we will leave hsbc la .;0.026
604;severn trent profit up as customer complaints fall;0.472
604;severn trent profit up as customer complaints .;0.472
604;make profit of customer complaints .;0.472
604;severn trent , customer complaint fall .;0.472
604;i 'm going to give up on trent charges .;0.472
604;severn trent is reporting for customer complaints , and it is going to fall into business complaints .;0.472
604;i will profit from customer complaints .;0.472
604;why do n't you fall on customer complaints ?;0.472
604;in paris trent , it will fall into tax complaints .;0.472
604;there you will be in trent profits .;0.472
604;when severn profits up as customer complaints , it will fall the fall .;0.472
605;us dollar wipes out sales gains for sabmiller;-0.5820000000000001
605;al money is sales profits for sabmiller .;-0.5820000000000001
605;sell dollar profits for sabmiller .;-0.5820000000000001
605;american dollar profits for sabmiller .;-0.5820000000000001
605;that dollar money is sales profits for sabmiller .;-0.5820000000000001
605;u. dollar has profits for sabmiller , and it 's a profit for sabmiller .;-0.5820000000000001
605;i have a dollar for mr. sabmiller .;-0.5820000000000001
605;how does sabmiller make sales profits for sabmiller ?;-0.5820000000000001
605;for sabmiller , dollar money is sales profits for sabmiller .;-0.5820000000000001
605;then dollar money is sales profits for sabmiller .;-0.5820000000000001
605;when money comes out , dollar money is sales profits for sabmiller .;-0.5820000000000001
606;astrazeneca digs into precision medicine with lung, heart deals;0.205
606;astrazeneca digs into precision medicine , heart agreements .;0.205
606;do astrazeneca medicine , heart agreements .;0.205
606;astrazeneca digs into precision medicine , heart agreements .;0.205
606;i 'm talking about astrazeneca medicine , heart contracts .;0.205
606;astrazeneca digs into precision medicine with lungside , and it is heart contracts .;0.205
606;i have a problem with astrazeneca treatment with lungine .;0.205
606;where is astrazeneca medicine , heart agreements ?;0.205
606;with astrazeneca treatment with lungine , heart is underway .;0.205
606;then astrazeneca digs into precision medicine , heart contracts .;0.205
606;when astrazeneca digs into precision medicine with lung , it is heart .;0.205
607;lloyds banking group to cut 640 jobs and close 23 branches;0.28700000000000003
608;london stock exchange group's quarterly revenue rises 12 percent;0.726
608;london stock groupation has 12 % .;0.726
608;see london stock groupation 's revenue .;0.726
608;london stock exchange chicago london la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la;0.726
608;i am based on london stock groupation 's revenue .;0.726
608;london stock groupation has 12 % , and it increases 12 % .;0.726
608;i have a quarterly increase in london groupering 's revenue .;0.726
608;where 's the quarterly income of london stock ? .;0.726
608;in london stock groupation , it increases 12 % .;0.726
608;first stock exchange group increases 12 % .;0.726
608;if london is stock , it increases 12 % .;0.726
609;news feedftse 100 movers: lse surges as ice says mulling offer, ashtead and barclays tank;-0.713
609;news is that lse is making love , ashtead and barclays .;-0.713
609;send word , ashtead , tank .;-0.713
609;august january 100 moversni : lse surges as ice says mulling admin , ashtead and barclays tank .;-0.713
609;as ice says mulling , ashtead and barclays .;-0.713
609;news is that lse is using ice , and it 's a sign of mine .;-0.713
609;i have a report from today , ashtead , and barclays tank .;-0.713
609;where does ice say mulling , ashtead and barclays ?;-0.713
609;of september 1 , lse surges as ice is saying mulling , ashtead and barclays tank .;-0.713
609;first news is that lse is using ice , ashtead and barclays tank .;-0.713
609;when ice says mulling , lse surges the size of mulling , ashtead and barclays .;-0.713
610;dixons carphone profit beats forecast in first year since merger;0.5690000000000001
610;dixon carphone revenue is april year .;0.5690000000000001
610;give carphone in december year .;0.5690000000000001
610;dixon carcall forecast .;0.5690000000000001
610;i 've seen dixon carphone in january year .;0.5690000000000001
610;dixon carphone revenue is wednesday , and december;0.5690000000000001
610;i have a report from dixon carcall .;0.5690000000000001
610;when does dixon make carphone wednesday since november ?;0.5690000000000001
610;in december year , it is february friday .;0.5690000000000001
610;first dixon carphone revenue is wednesday .;0.5690000000000001
610;when dix5 carphone revenue is wednesday , it is april year .;0.5690000000000001
611;press: hsbc chairman hints bank may retain uk domicile - tel;0.037000000000000005
612;associated british foods profit hit by strong sterling, tough sugar business;-0.466
612;december british is a result of strong sterlingness , strong al sugar .;-0.466
612;connect the food associated with great sterlingout , strong al sugar .;-0.466
612;january bon ii profit of strong sterlingness , hard sugar handle .;-0.466
612;i 'm involved in a profit of january january meal .;-0.466
612;december british is associated with strong sterlinghard , and it is affected by strong sterlingand al .;-0.466
612;i have a problem associated with british sterlingness , strong al sugar .;-0.466
612;where do you associate the production of the uk , mr. fonste ?;-0.466
612;in december january foods , it is associated with strong sterlingness , hard sugar businesses .;-0.466
612;together mr. rexia is associated with strong sterlingness , hard sugar businesses .;-0.466
612;when we associate the uk , we have a lot of sugar .;-0.466
613;former schroders trader sentenced to 2 years in prison;-0.555
613;former al trader sentenced to 2 years in prison .;-0.555
613;sentenced to two years in prison .;-0.555
613;former al trader sentenced to 2 years in prison .;-0.555
613;that photographer trader sentenced to two years in prison .;-0.555
613;the former al trader is sentenced to two years , and he 's sentenced to two years in prison .;-0.555
613;i have a former al trader sentenced to 2 years in prison .;-0.555
613;when did i. convict two years in prison ?;-0.555
613;in al , the former al trader sentenced to two years in prison .;-0.555
613;once mr. president sentenced to two years in prison .;-0.555
613;when someone is born , the former al trader is sentenced to two years in prison .;-0.555
614;gsk and novartis complete deals to reshape both drugmakers;0.264
614;gsk and novartis agreements to reshape both medicines .;0.264
614;do gsk and novartis work arrangements to reshape both medicines .;0.264
614;gsk and novartis complete agreements .;0.264
614;i want to reshape the production of gsk and novartis .;0.264
614;gsk and novartis agreements can reshape both product , and they will reshape the product .;0.264
614;i have a lot of gsk and novartis complete deals .;0.264
614;where do you want the reshape of gsk and novartis ?;0.264
614;for gsk and novartis , they can reshape the shape of gsk and novartis .;0.264
614;together you can reshape the number of gsk and novartis .;0.264
614;in order to reshape the product , it can reshape both use of gsk and novartis .;0.264
615;barclays names mike bagguley as chief operating officer of investment bank;0.0
615;mr. bagguley is mike bagguley as mr. bagguley .;0.0
615;i 'm mr. bagguley as mr. bagguley .;0.0
615;mr. mike bagguley .;0.0
615;i 've got mr. bagguley as mr. mike bagguley .;0.0
615;i 'm mr. mike bagguley as mr. bagguley , and he 's mr. bagguley .;0.0
615;i can tell mike bagguley as mr. bagguley as mr. bagguley .;0.0
615;how did mike bagguley as mr. bagguley ?;0.0
615;as mr. mike bagguley , it 's mr. bagguley .;0.0
615;then mike bagguley is mike bagguley .;0.0
615;when you 're like mr. bagguley , it 's mr. bagguley .;0.0
616;bhp billiton share price: brazil to sue samarco for £3.5bn;-0.28500000000000003
616;bhp billiton brazil is samarco for 3.5bn pm .;-0.28500000000000003
616;bhp billiton share price for # 3 .;-0.28500000000000003
616;bhp billiton brazil .;-0.28500000000000003
616;i want to take advantage of samarco for 3.5bn pm .;-0.28500000000000003
616;bhp billiton shares brazil , and samarco is to sue samarco for # 3 .;-0.28500000000000003
616;i have a warrant for mr. samarco .;-0.28500000000000003
616;where do n't you want bhp billiton for 3,5 bn ?;-0.28500000000000003
616;for mr. bhp billiton , it should sue samarco for 3,5 bn .;-0.28500000000000003
616;then he will sue samarco for 3.5bn pm .;-0.28500000000000003
616;when you have ta samarco , you have samarco for 3.5bn .;-0.28500000000000003
617;should you buy associated british foods plc, great portland estates plc and dunelm group plc following today's news;0.119
617;you should buy spanish plcu plcu , december monday friday .;0.119
617;buy spanish plcu plctv , monday december today/dunelm .;0.119
617;hotel restaurant plctv , du spanish plc , and dunelm group plc .;0.119
617;if you should purchase spanish plcu plcu , january portland monday .;0.119
617;you 're going to buy mr. uk plctv , and mr. dunelm group is following todayin 's news .;0.119
617;i should buy mr. uk plctv , du portland , and dunelm group plc .;0.119
617;where should you purchase spanish plcina plcu du december du december april december december april december april december april december april december april december april december april december april december april december april december september december december april december september december december april december september december december april december september december december april december september december december april december september december december april december september december december april december september december december april december september december december april december september december december april december september december december april december september december september december december april december september december september december september december december april december september december september december september december december april december september december september december september december december april december september december september december september december december april december september december september december september december december april december september december september december september;0.119
617;for sale , you should purchase spanish plcu plcu , spanish portland s.r.o. .;0.119
617;maybe you should buy mr. plcu plcu , mr. dunelm friday .;0.119
617;if you should purchase spanish plctv news , you should buy mr. plcu plc and dunelm group plc .;0.119
618;barclays hit with record fine as six banks settle forex scandal;-0.7709999999999999
618;barclays hit with record fine as six banks .;-0.7709999999999999
618;give barclays shot as six banks .;-0.7709999999999999
618;bar record fine for six banks .;-0.7709999999999999
618;i 'm hit by dr. barclays as six banks .;-0.7709999999999999
618;barclays hit with record fine as six banks , and he made forex scandal .;-0.7709999999999999
618;i was in line order for six banks .;-0.7709999999999999
618;why do n't you do something fun for six banks ?;-0.7709999999999999
618;as six banks , barclays fell into record fine as six banks .;-0.7709999999999999
618;six years ago september had record fine as six banks .;-0.7709999999999999
618;when barclays fell into record fine as six banks , he had forex scandal .;-0.7709999999999999
619;uk serious fraud office seeks retrial of two former barclays libor traders;-0.604
619;mr. la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la;-0.604
619;rejudge libor la la forge of two former barclays libor .;-0.604
619;mr. la paris fraud .;-0.604
619;i 've heard of mr. barclays libor merchants of two former barclays libor traders .;-0.604
619;take care of mr. barclays libor traders , and i will sue you for two former barclays libor traders .;-0.604
619;i have a retrial of mr. barclays libor traders .;-0.604
619;where do you recommend mr. barclays libor traders ?;-0.604
619;in paris february i. fraud , he asks mr. barclays libor .;-0.604
619;now he will take care of two former barclays libor .;-0.604
619;when they retrial uk , they will take care of two former september barclays libor .;-0.604
620;cuadrilla files to delay application to frack in lancashire;-0.416
620;cuadrilla files to delay application to frack in lancashire .;-0.416
620;i want to delay application to frack in lancashire .;-0.416
620;cuadrilla in lancashire .;-0.416
620;i want to delay application to frack in lancashire .;-0.416
620;cuadrilla has to delay application to frack in lancashire , and al has to stop lancashire .;-0.416
620;i want an application in lancashire .;-0.416
620;where does lancashire take action to frack in lancashire ?;-0.416
620;on wednesday , it has to take place to frack in lancashire .;-0.416
620;then cuadrilla files to delay application to frack in lancashire .;-0.416
620;when monday comes to lancashire , cuadrilla files to delay lancashire .;-0.416
621;glaxosmithkline hails progress with lung disease treatment;0.578
621;glaxosmithkline hails progress in lung disease treatment .;0.578
621;make progress with lung disease treatment .;0.578
621;progress with lung disease treatment .;0.578
621;i 've got glaxosmithkline with lung disease treatment .;0.578
621;glaxosmithkline hails progress with lung disease treatment , and it is part of lung disease treatment .;0.578
621;i have no treatment for glaxosmithkline treatment development .;0.578
621;how does lung disease treatment ?;0.578
621;for sunday , glaxosmithkline hails progress in lung disease treatment .;0.578
621;first glaxosmithkline hails progress in lung disease treatment .;0.578
621;when glaxosmithkline hails , it hails progress of lung disease treatment .;0.578
622;morrisons escapes ftse relegation;0.177
622;it 's april ftse .;0.177
622;i 'm dr morrison .;0.177
622;morrisons of december ftse .;0.177
622;i 'm leaving ftse relegation .;0.177
622;i 'm sorry , but it 's april ftse .;0.177
622;i have no idea .;0.177
622;where is m.d. relegation ?;0.177
622;in addition , it escapes mr. president .;0.177
622;now it 's april ftse .;0.177
622;i want to say , it 's april ftse .;0.177
623;itv acquires 'poldark' production company mammoth screen;0.19699999999999998
624;rpt-update 2-former jefferies trader litvak's conviction overturned;0.1
625;tesco sales deteriorate ahead of crucial christmas period;-0.552
626;barclays, credit suisse strike record deals with sec, ny over dark pools;-0.8959999999999999
626;barclaysare suisse suisse record with d.o.t. deals with when in dark pools .;-0.8959999999999999
626;give state credit suisse deals with secgun .;-0.8959999999999999
626;mr. barclaysone , mr. suisse du suisse du .;-0.8959999999999999
626;i 'm making a deal with mr. by when , in august of dark pools .;-0.8959999999999999
626;mr. barclaysand is a record of between , and mr. has a record of dark pools .;-0.8959999999999999
626;i have a record of mr. barclayske in london .;-0.8959999999999999
626;when do you have a record of mr. secon , august of dark pools ?;-0.8959999999999999
626;on wednesday , mr. barclaysv suisse has a record of dark pools .;-0.8959999999999999
626;then mr. barclayske has a record of mr. secon , august of dark pools .;-0.8959999999999999
626;when mr. barclayske cinnost is in london , it 's a record of dark pools .;-0.8959999999999999
627;tesco sells blinkbox and broadband service to talktalk;0.136
627;tesco sells when and broadband service to talkchat .;0.136
627;sell blinkbox and broadband service to talkchat .;0.136
627;blinkbox and broadband service .;0.136
627;that tesco sells when and broadband service to talkchat .;0.136
627;tesco sells blinkbox , and it takes a new service to talkchat .;0.136
627;i want a call from tesco .;0.136
627;how does tesco sell blinkbox and broadband service to talkchat .;0.136
627;on sunday , tesco sells blinkbox and broadband service .;0.136
627;forward tesco sells when and broadband service to talkchat .;0.136
627;when tesco sells when , it sells when and other information .;0.136
628;hammerson, jv partner secure ownership of ireland's dundrum - quick facts;0.381
629;update 1-berkshire applies to boost wells fargo stake above 10 pct;0.43200000000000005
629;deberkshire applies to support fargo friday day over 10 pct .;0.43200000000000005
629;update 1-berkshire to support fargo friday day over 10 pct .;0.43200000000000005
629;| information number of 1 pct .;0.43200000000000005
629;i want to update dr berkshire over 10 pct .;0.43200000000000005
629;you are re-active , and it will help mr. fargo risk over 10 pct .;0.43200000000000005
629;e update 1-berkshire it will support fargo brake mark over 10 pct .;0.43200000000000005
629;where do n't you update when fargo row over 10 pct ?;0.43200000000000005
629;in 10 pct , it is to inform dr. l. fargo .;0.43200000000000005
629;here it is dr. berkshire administration over 10 pct .;0.43200000000000005
629;if you do not know , it will help mr. fargo risk over 10 pct .;0.43200000000000005
630;travis perkins hikes dividend 20% as profit and revenue rise;0.769
630;travis perkins hikes has 20 % as profit and revenue .;0.769
630;travis bank hikes dividend 20 % as profit and revenue .;0.769
630;travis perkins hikes dividend 204 profit .;0.769
630;i 'm having a lot of money for profit and income .;0.769
630;travis perkins hikes dividends december december april december december april december december april december april december january october;0.769
630;i have a lot of money for profit and income .;0.769
630;where do n't you have time for profit and income ?;0.769
630;for january 20 , it is a profit of profit and revenue .;0.769
630;there you will be a source of profit and income travis .;0.769
630;when you have profit , you travis hikes in profit and revenue .;0.769
631;gsk reveals strong trial results for shingles drug;0.402
631;gsk reveals strong trial results for shingles drug .;0.402
631;i 'm aware of the evidence of shingles .;0.402
631;gsk 's strong test .;0.402
631;that gsk reveals strong research for shingles drug .;0.402
631;gsk reveals strong trial , and it results in shingles drug .;0.402
631;i 'm sure it reveals a lot of medicine .;0.402
631;how does gsk look at shingles drug ?;0.402
631;for sunday , it reveals a strong trial for shingles .;0.402
631;then gsk reveals a lot of medicine .;0.402
631;when gsk reveals , strong trial has resulted in shingles drug .;0.402
632;experian says receives class actions related to t-mobile breach;-0.6980000000000001
632;experian says class actions related to brake breach .;-0.6980000000000001
632;send class actions related to brake breach .;-0.6980000000000001
632;experian actions for class actions related to brake disruption .;-0.6980000000000001
632;if experian says class actions related to brake disruption .;-0.6980000000000001
632;experian says class actions , and brake breach is linked to brake point .;-0.6980000000000001
632;i have a report on saturday .;-0.6980000000000001
632;when does experian be linked to brake disruption ?;-0.6980000000000001
632;in december experian , experia receives class actions related to brake disruption .;-0.6980000000000001
632;initially experian says class actions related to brake disruption .;-0.6980000000000001
632;when experian says , it takes a class of actions related to t-mobile disruption .;-0.6980000000000001
633;shell shells out over nigeria oil spill;-0.386
633;nigeria shells release oil .;-0.386
633;remove shells over nigeria oil spill .;-0.386
633;nigeria shells over nigeria oil .;-0.386
633;i 'm fired from nigeria oil spill .;-0.386
633;you have a shell , and nigeria shells are over oil .;-0.386
633;i have a shell of nigeria oil .;-0.386
633;where do you come from nigeria oil ?;-0.386
633;over nigeria oil spill , it 's over nigeria oil .;-0.386
633;then nigeria shells release oil .;-0.386
633;when they release the oil , it 's nigeria shells .;-0.386
634;tesco to pay $12 million to settle us lawsuit;-0.311
634;you want to pay $ 12 million to settle u.s. court .;-0.311
634;i want to pay $ 12 million to settle u.s. court .;-0.311
634;tesco to pay $ 12 million to settle u.s. court .;-0.311
634;i want to pay $ 12 million to settle u.s. court .;-0.311
634;we 're going to pay $ 12 million , and we 'll solve PS12 mil .;-0.311
634;i want to pay $ 12 million to settle u.s. court .;-0.311
634;why do you have $ 12 million in st. tesco ?;-0.311
634;in august tesco , we will pay $ 12 million to settle u.s. court .;-0.311
634;so you can pay $ 12 million to settle u.s. court .;-0.311
634;so we have a tesco , we 'll pay $ 12 million .;-0.311
635;ftse 100 moves lower, but hsbc outperforms;0.513
635;ftse 100 movements move lower but hsbc .;0.513
635;ftse 100 moves , but hsbc survives .;0.513
635;ftse 100 moves .;0.513
635;that ftse 100 moves lower but hsbc .;0.513
635;ftse 100 goes lower , but hsbc survives .;0.513
635;i have a lot of 100 moves .;0.513
635;why do you have 100 moves , but hsbc outposts ?;0.513
635;of course 100 , he moves lower .;0.513
635;yet it moves a lot of hsbc .;0.513
635;when they 're 100 moves , it 's hsbc .;0.513
636;meggitt share price tumbles as profit falls in 'challenging year';-0.8540000000000001
636;meggitt share price falls as profit falls in the `` hard year '' .;-0.8540000000000001
636;meggitt price falls in the `` hard year '' .;-0.8540000000000001
636;meggitt share , price falls in the `` hard year '' .;-0.8540000000000001
636;whether meggitt is that profit falls in `` happy century '' .;-0.8540000000000001
636;meggitt share price falls in the profit , and the profit falls in the long term .;-0.8540000000000001
636;i want a reduction in price tutoring .;-0.8540000000000001
636;where does profit fall in `` due price '' ?;-0.8540000000000001
636;in meggitt share , price falls as profit falls in the `` happy century '' .;-0.8540000000000001
636;meggitt share price falls as profit falls in the `` hard year '' .;-0.8540000000000001
636;if meggitt is a profit , it is a profit of profit .;-0.8540000000000001
637;bg group still happy with shell's $70 billion offer;0.267
637;bg group is happy with al 's $ 70 bid .;0.267
637;i 'm happy with al 's $ 70 bid .;0.267
637;mr. bg still happy with al 's $ 70 bid .;0.267
637;i want to be happy with al 's $ 70 bid .;0.267
637;bg;0.267
637;i 'm sure he 's happy with al 's $ 70 bid .;0.267
637;why do n't you think of shellfish 's $ 70 bid ?;0.267
637;for sunday 's sake , he 's happy with al 's $ 70 bid .;0.267
637;still january bg is happy with the offer of $ 70 .;0.267
637;when you 're in shellfish 's house , he 's happy with al 's offer .;0.267
638;ab inbev attacks sabmiller bid rebuffal;-0.158
638;d.o.d. la attacks were sabgal .;-0.158
638;i got a call from sabmiller .;-0.158
638;d.o.d. du attacks .;-0.158
638;i 've got ab inbev sabmiller .;-0.158
638;ab inbev attacks were sabfast , and he was dead .;-0.158
638;i have an attack on sabina sabmiller .;-0.158
638;where did mr. attacks say rebuffal ?;-0.158
638;with mr. sabmiller attacks , he was dead .;-0.158
638;apparently mr. inbev attacks were dead .;-0.158
638;when c.t. when is attacked , he attacked sabmiller rebuffal .;-0.158
639;aberdeen to raise 100 mln stg to seed new funds;0.337
639;they want to increase 100 million mln to seed new funds .;0.337
639;aberdeen to add 100 million mln to seed new funds .;0.337
639;aberdeen to raise 100 mln stg to seed new funds .;0.337
639;i want to increase 100 million mln to seed new funds .;0.337
639;they are going to increase 100 million mln to seed new funds , and it will provide them with the exception .;0.337
639;1 will increase 100 million mln to seed new funds .;0.337
639;there do n't you have 100 mln to seed new funds .;0.337
639;in aberdeen , it will increase 100 million mln to seed new funds .;0.337
639;here we will give 100 mln to seed new funds .;0.337
639;when you want the money , it will increase 100 mln to seed new funds .;0.337
640;sales boost for new morrisons chief david potts as tesco turnaround stalls;-0.41
640;sales support for new morrisons senior david potter .;-0.41
640;i 'm heading for the new chief of mr. potter .;-0.41
640;sales of new morrisons chief david potts .;-0.41
640;if mr. president is in new places next august .;-0.41
640;sales support for new morrisons , and mr. tesco is .;-0.41
640;i have a promotion for the new chief of august . .;-0.41
640;where do you work for the new chief of august ? .;-0.41
640;for new morrisons , it is a new step for august . .;-0.41
640;first sales are for new members of august . .;-0.41
640;if you have a job , sales support for new morrisons .;-0.41
641;the latest: buffett says cuts will pay off at kraft heinz;0.413
